Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,5.80890312871672,5.68220033629594,5.9754833186693,6.28021213906894,6.52578572263115,6.94340322879941,7.00854366249079,7.03039729191922,7.17058917161243,7.36348246128843,7.49902634465161,7.52667332667333,7.37413049220745,7.18370464116607,7.0608584656657,6.90529498809754,6.78361143585928,6.81425108042585,6.6458763854969,6.38157100326859,7.18256976259892,5.50311214044955,4.29350569405971,3.41058011443465,2.25867004571475,1.8298430005054,1.53623383935566,1.39117724883233,1.29312162978334,1.17598609830867,1.27849706080084,0.966228100876525,0.903226455096939,1.00105371411451,1.09804600569342,1.27593582421795,1.46419894921769,1.70871244130422,1.47617910488095,1.69653622216123,1.66699456914275,2.01914524945287,2.21884676178385,2.46103202330063,2.64568558380433,2.8580432698141,2.95779616660474,2.99648283639181,2.98855589984192,3.20488817553864,3.1000484592432,3.32825506052133,3.62639535278365,3.64859696572424,3.6402736868225
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Germany,DEU,..,..,..,..,..,..,..,..,..,..,13.8688583952708,13.7525733008132,14.0418761827974,14.6620038398886,14.210445463005,13.4762972573986,14.3302579434098,14.0876755412954,14.5848182306418,15.22030787308,14.5004578956705,14.0236876875186,13.451608858478,13.68556139504,13.9408339609126,13.9795324116704,13.8941268934724,13.7707489935755,13.6365205133318,13.3386182419403,12.7491248004656,12.394338353428,11.6315990809653,11.4510713103297,11.2385555758081,11.1470987474958,11.4674545321347,11.0621677727363,11.0498012759607,10.604888221829,10.5993032021746,10.7525841705381,10.546202837135,10.6369632865784,10.4632650583049,10.2067903422435,10.3846207212787,10.0478127320359,10.1072965484379,9.37864424258525,9.96567124737992,9.81776726131477,9.94745307113612,10.1408601249876,9.61630846170469,9.60884887243027,9.58423383867929,9.36976518940283,9.00657809367265,8.38218043063623,7.72103264767393,8.06128144646434,7.91182860265874,7.07982839106762,6.94395663386317
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,0.26267635228298,0.25983341368557,0.264489355847686,0.262573398416016,0.271845782465577,0.281135944251911,0.279369920262677,0.279988647226493,0.264151949824198,0.227208938666952,0.223013155523518,0.258465595024537,0.216184682808256,0.132534285159076,0.149649342325208,0.171375503624161,0.181794525641814,0.189437997109407,0.194212195099288,0.211337343911729,0.20338886605267,0.1838796982118,0.211759697569116,0.213134570086089,0.22148284106751,0.232444166242265,0.246521919120305,0.253161392224271,0.335514122511322,0.357323686476311,0.306420193585739,0.322486128251954,0.370502978669703,0.338470199967554,0.307147817356431,0.316524627476198,0.375018955585641,0.385855356837638,0.356759557320251,0.398915417913382,0.436820497903925,0.459557752784739,0.541462365829504,0.562243171221352,0.529042716262329,0.543997874552012,0.546382156439567,0.578922122819532,0.621997458350585,0.648665525979844,0.71957907173867,0.753155149511826,0.717599050497581,0.687364126711107,0.702085843566409
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,2.60944657205076,2.57216876387861,2.18395016489557,2.17888658895305,2.16177265357593,2.25394440270473,2.22151133859387,2.09893992932862,1.97567320537158,2.75765529308836,3.27811682650392,3.04801670146138,3.3930123413871,3.06964117913201,2.96407499214468,3.1986531986532,4.13371928833663,4.57716400911162,5.16900750745357,4.99201277955272,5.28676470588235,7.54702951892334,8.96644095542823,9.01736239379387,10.5804177833254,10.2969646053256,10.4849565249027,10.7860198680299,11.3273056057866,11.7615195724397,12.3136886932044,12.6550240445457,12.7986777334627,12.8209662587536,13.7140867142608,13.9320371703871,14.3610191254984,14.0571885622875,14.17485943511,15.3035071213055,15.194572452637,14.5041061276058,14.6304911174248,15.4225938840374,16.3746076250267,17.6904769077818,18.1918117535207,18.9750328515112,19.7882595971768,20.2118667943878,17.6761673071075,17.4073471159585,16.9028689941238,16.3551766265499,16.1483892293219
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Greece,GRC,..,..,..,..,..,..,..,..,..,..,3.29186155136369,3.39644182177493,4.14186531374696,4.41085459362806,4.30672899486299,4.48778157308965,4.95760299951568,5.13222407226788,5.34363935198446,5.58245284113605,5.5395045167205,5.45720937164353,5.5400406537077,5.86177378304266,5.96632854682506,6.28680430427911,6.22522063088247,6.72337995889244,7.14800453482884,7.57475743590018,7.64067757781075,7.55205923452753,7.69927207850786,7.60899065668045,7.72502640084269,7.97760645959209,7.94151082120504,7.99168278343111,8.26968197125715,8.2611684512983,8.89024680060945,9.03332789548129,8.99722088251152,9.31960538320124,9.27329917524567,9.43267845080244,9.29067484353055,9.59465620271688,9.19276599113492,8.6627939796977,8.01145293539691,7.75736006243731,7.38387675666416,6.73744445045335,6.51907892218189,6.41834866895798,6.32529541885367,6.35852543809071,6.19923893694163,5.7354129269356,4.89415483279633,5.08222613106168,5.28092585505901,4.92324127436463,5.04642227577271
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,0.0172413793103448,0.0169491525423729,0.0165631469979296,0.0183673469387755,0.0181818181818182,0.0181451612903226,0.0181086519114688,0.0182186234817814,0.0182926829268293,0.0181451612903226,0.0179282868525896,0.0196078431372549,0.0194174757281553,0.0191938579654511,0.0189753320683112,0.018796992481203,0.0205607476635514,0.0203327171903882,0.0200729927007299,0.0198915009041591,0.0197841726618705,0.0216216216216216,0.0216998191681736,0.0217391304347826,0.0216216216216216,0.021505376344086,0.0232558139534884,0.0232142857142857,0.0231729055258467,0.0231729055258467,0.0231378481801192,0.0248319409709289,0.0247371675943105,0.0246691688252189,10.6137298323315,10.728023184333,11.001321003963,10.8796746529927,11.2253231075131,9.77220673614687,11.3701489369229,12.0038671119705,9.48600598486182,9.51436715471912,8.54072297717382,9.24546458994191,9.18200263410814,8.95641956846828,9.0730592792246,9.31791907514451,9.35831248780315,9.67998164263146,10.4198655159634,10.2857645300273,10.4528819762123
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,0.115837177637328,0.115562403697997,0.139708636625935,0.140817959861816,0.125906220173426,0.151845586287019,0.139298590626024,0.153581331106919,0.154716785213644,0.154990051314274,0.154435253548837,0.202015906094501,0.188593284807645,0.183258204490879,0.202098473266456,0.201849944335196,0.240727347866515,0.314787851444743,0.346869023884119,0.353103782245942,0.509218964154586,0.506979651364678,0.52065904214484,0.58115684397648,0.673854447439353,0.601719473567667,0.637764858869425,0.863305252960786,0.748049693893915,0.752386931142073,0.53419698281077,0.539879800346338,0.584849267554703,0.639212372800411,0.607374477465858,0.649753039167441,0.738184954828165,0.818841497620383,0.891826576251623,0.955471263954555,1.06464968723675,0.819957351510988,0.843272001773443,1.08029994624935,0.963796306031612,1.02113781436395,1.10831234256927,1.10882031913235,1.24037306272744,1.55542718203844,1.3202568312117,1.37803373097491,1.44894066528102,1.45113212220599,1.50076360626925
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Guam,GUM,..,..,..,..,..,..,..,..,..,..,0.00113166977875856,0.00221077531890434,0.00215938414364223,0.00211012755721083,0.00206315311690857,0.00201903954288945,0.00197694877725718,0.00193614590795562,0.0018971012293216,0.00185811438552157,0.00181585422322296,0.00177144780429045,0.00172844414100647,0.00168764977891788,0.00164877743153452,0.00161138280815682,0.00157523727011381,0.00154014384943554,0.00150603543701383,0.00147276489517596,0.00144289733785441,0.00141770572682228,0.00139476822439031,0.00137311711315858,0.00135255768658533,0.00133285350607115,0.00131432814830879,0.00129689070453588,0.00192015975729181,0.00189526751701003,0.00187423859057258,0.00185955407893187,0.00184825801681915,0.00183894518104415,0.001831390025029,0.00182520609618836,0.00121330510376792,0.00181524442266151,0.00181057739313067,0.00180534743911466,0.00180156375734137,0.00180133659175108,0.001803632515887,0.0018075991468132,0.00120856144930689,0.00121281950213759,0.00182667308031882,0.00183497461618448,0.00184412247432059,0.00247206565806388,0.0024667299794028,0.00183228485921945,0.00181620050853614,0.00180173687434687,0.00178808775934723
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,0.463797622590174,0.451758690080358,0.482928145169848,0.499705828438048,0.505400507624143,0.542363500698595,0.526155770212206,0.590016582012227,0.63645178094025,0.691964992403903,0.676834276975838,0.570520184158398,0.509623919977249,0.422419302710292,0.460981076134479,0.470910136230805,0.397803543581332,0.432689265393718,0.413520752630742,0.428520345058872,0.434282391368736,0.446898081484083,0.510204188792878,0.5509337089117,0.579795251121149,0.658819221882758,0.630149158229497,0.64214017005727,0.781208970706459,0.756835024881894,0.827443802109015,0.849690152122634,0.868651411396258,0.848429989776336,0.846049807759606,0.898994004185174,0.892331145358291,0.930212627563353,0.829648772236357,0.858176268329233,0.812345449469632,0.820889438069957,0.833631164466604,0.87963888748261,0.926919710682339,1.06172507283645,1.10787792062825,1.02957279184604,1.11243324329049,1.14962736649855,1.01505848395418,1.14808238131902,1.06185178214753,1.11051475329048,1.1066501528086
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,0.107398302994599,0.106126010286554,0.104867835385256,0.106672312066332,0.112149083835643,0.113991004487442,0.116373479962649,0.118722100306428,0.119294263419938,0.133386217322141,0.128857937096167,0.119787186717913,0.111668564651144,0.120563885239301,0.114687771893047,0.105001931244144,0.128176413592299,0.181722715068206,0.166150037958754,0.14582167958453,0.14717826473873,0.137819489616951,0.119432497498686,0.119315219024443,0.11767017144883,0.116625309188139,0.117271029023679,0.115465550087816,0.11776802495425,0.120494274555866,0.173226848037783,0.184473931962211,0.195755946519199,0.202721722021996,0.201970135696478,0.189522990005023,0.196659927036593,0.200760048274315,0.208306604693263,0.215694056923356,0.241465874753248,0.248995712600675,0.229920924452238,0.20281681180621,0.206869669841795,0.243671534205201,0.267497057490953,0.264023093159597,0.294495596694597,0.369331917381969,0.403359971963588,0.370350839534597,0.371451377528373,0.348923061715176,0.352794025802477
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,0.0756327397361068,0.0753981860083484,0.0750059663836896,0.0767533501572178,0.0800537387215532,0.0783451055815511,0.0760597587695605,0.0737406459249194,0.0701028427650077,0.0779394706702429,0.0757262423987372,0.0714597736078401,0.0654288922304359,0.0703778323627632,0.0886228819074632,0.0975830374836944,0.086062671166045,0.197332504731017,0.205400711843501,0.188976904098919,0.173570279016791,0.213846430715063,0.185580013198536,0.192869860070177,0.186350021199032,0.186794220093951,0.180667841386578,0.184634655890592,0.185435795171764,0.189802397277819,0.16286816425469,0.167687725020674,0.17319381652314,0.200560203699407,0.199842467524673,0.199263888939153,0.204267213451819,0.211787019309628,0.195960630460991,0.202505671927709,0.200338749970473,0.19800059201182,0.193894092164487,0.194283753338054,0.195965590004606,0.202915603342258,0.206780636205281,0.163339498964344,0.183438700467389,0.181227181434531,0.167042923027634,0.16319861514318,0.163331875267451,0.152925294159443,0.155449923501557
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,2.13816608676472,2.10829257067165,2.1127551041619,2.4188578049629,2.11108356129676,2.46889895665776,2.47988376251075,2.4629145829324,2.30268406693295,2.18320083317967,2.28974116923888,2.28320323316415,1.85731648281474,1.66788891738659,1.81188485888975,1.86745683928361,1.77646602386675,1.76071821179919,1.83686713713844,1.63472938869864,1.56515454184191,1.53223660546545,1.443504629216,1.44601674712636,1.87200160884441,2.02060159179734,2.07987629614241,2.26173999173494,2.29103205139958,2.27290861928911,2.17315698087946,2.1525827461127,2.12623027242775,2.12252375504684,2.19499014976037,1.94949757791288,1.75844504233391,2.12324323752974,2.12760036363347,2.1659526601728,2.35059846033932,2.45713680706236,2.68341444589756,2.63645951246698,2.73802784035087,2.73412223026143,3.21708654858634,3.21257965409595,3.26041366624724,3.45861217212582,4.12368835923074,4.07256076774227,4.48373186699236,4.52651590785052,4.55860818422139
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,0.115120976267302,0.114010624901021,0.108602894803098,0.112111027620562,0.119796968928761,0.118844828269223,0.156030068731332,0.15980825274046,0.164069759263167,0.157709633433135,0.153014706759809,0.131610096571726,0.15301741605504,0.165213264917924,0.166874545864961,0.169120229137719,0.155016005074,0.163968942097769,0.172100189339092,0.172992808348214,0.166548957092198,0.15926066228763,0.145251830325796,0.120565839184269,0.0558238252905649,0.148970994688826,0.166148625303712,0.190430767969333,0.191536192242503,0.196655844665683,0.20415141191579,0.204353921123644,0.226717169082679,0.221166605326629,0.200981721863878,0.201859054461774,0.200877507252704,0.232981013295643,0.226980515958095,0.219132282396937,0.26510476988653,0.296967070987273,0.273948632992746,0.291263408593826,0.311214389725095,0.332026955191185,0.335286924737644,0.331556809297013,0.32453772280098,0.323714293972993,0.306345301003713,0.299641674870628,0.294629353613119,0.290485897277037,0.298473814991934
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Honduras,HND,..,..,..,..,..,..,..,..,..,..,0.443884590006598,0.430852009584367,0.435719409294252,0.465256209697691,0.443346035080566,0.463542602890988,0.472308486648938,0.497137838350759,0.486868639035699,0.499947302627593,0.501237801411418,0.463977876910118,0.442844267148438,0.494265325608961,0.491422312701644,0.430731596066191,0.42655497461282,0.459611397209034,0.478282600951595,0.516188273957121,0.473929462333811,0.463992293207843,0.507338519654341,0.517014800537464,0.57384139279135,0.658926688220875,0.678951766900623,0.67822304179526,0.764801150257337,0.754851641201582,0.760181295401954,0.871087022434027,0.896055100701715,0.966806302887693,1.07270947201765,0.948804917659031,1.06403013674585,1.10621869255595,1.08143599564036,0.997594720032567,0.95425728178202,1.11128244992174,1.13935896829815,1.13847266335916,1.09616752372968,1.17120740302502,1.03396802934008,0.974871343619725,0.922263832523827,1.02100509944404,0.91129723982276,1.00784489455025,1.01020922274279,1.11312971877201,1.13551979026212
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,2.40628946703713,2.36449707067461,2.38893200116403,2.34298377970577,2.60130659235232,2.52577550654474,2.89566179725542,3.30916072168772,3.46457418318157,3.0672251861168,3.07256423930003,3.22959833314041,3.61935606420363,4.21937849619277,4.61694362622501,4.75482936842491,5.39289722332839,5.34204820356599,5.92691378207406,6.02754036087369,6.14327285476378,6.69278511821975,7.49809499181105,7.53496017624131,6.31918348411042,6.27467065187375,5.60891927589154,5.30257500809024,6.50592172624051,6.89319609475517,6.28672168042011,6.23399311916358,6.07216678281757,6.61398347893267,6.00745927618486,6.3120706863148,6.18806784209068,6.42411404941949,6.19885596021731,6.47451525929325,6.01174510976339,6.38924712936252,6.24424833219116,6.43354831520149,6.57781312677225,6.06825943247432,6.14445383420113,5.96964778445058,5.91190993747149,5.79498927796055,4.55312124047587,4.65895509301102,4.37404881501749,4.52746115364711,4.60070971943488
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,6.41113145693859,6.55200941168573,6.73709420666791,7.17740656083581,7.34077253710377,7.43943968635338,7.773366430546,8.1033291507134,8.76941141368569,8.62660582547782,8.5526801020472,8.43600469312111,8.45911951154239,8.12441186241068,8.28748712867668,8.29702143348215,8.18024330599957,8.29826149531021,7.86684303958472,7.73842534797966,6.97179329684977,6.59683421057705,5.95205616248901,6.05480673323149,6.03863059906578,6.03809771840644,6.16753293833388,6.05455369163322,6.05920964840253,6.11620185728393,5.82337370265766,5.9881860022443,5.90458850267675,6.18793407645274,6.01747516064377,6.06869292504807,6.02496979060446,5.88170186698595,5.76183669801761,5.15845609694043,5.23461796037869,5.15825393134008,4.80352430687509,4.5374057479924,4.55934371452648,4.85223400666785,4.94531881179394,5.2571073027842,5.28069332491601,5.31240175169761,5.13443109342005,5.29398400902426,4.95293425120931,4.48048025757632,4.45791782423566
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,9.45714593177394,9.85841686964454,10.7350684001396,12.1601190672438,11.7420739838947,10.8813234302387,10.8755689199379,11.1091573902497,11.3587459794128,11.6335526170067,10.6549544573898,10.1332582175901,8.45719661335842,8.5206581229402,9.36908951989679,8.83618814854705,8.80088823094004,8.85954957923037,9.20597421318171,9.09346178792337,9.18116675692433,8.88877682827962,8.83331992629962,9.12655227983695,9.47556771833803,9.12408213318976,10.072290231894,9.68066743383199,9.88224647596945,9.88171504176566,10.1434896250067,10.3787091884001,10.8822598539943,10.7073407455763,10.8729294630813,10.5394056629844,10.6711391721695,11.1536560471939,11.9081073928686,12.0169922040572,11.7481708333202,11.2966829041986,11.3655071776899,11.4608171384095,10.5804768682839,10.9704819914454,9.4768348343514,9.69685497961561,9.34052693205111,8.81066554249882,8.38201946717677,8.49269837861054,8.48003811488391,8.34925829026897,8.5199194837855
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,India,IND,..,..,..,..,..,..,..,..,..,..,0.38983335688864,0.38217359038377,0.388073672602358,0.377137230976898,0.395039612923587,0.410837694524101,0.429057284512724,0.427005663253361,0.408960279792987,0.429446818101969,0.441652465772642,0.474613016624716,0.488535357438747,0.508009192165881,0.546919893271029,0.558347935383283,0.59263720679156,0.619865146268854,0.643376092423289,0.673867331794612,0.694451434874462,0.731259551121608,0.741625955705735,0.758847464560969,0.790350655307367,0.829370336496271,0.850777408846526,0.878441939789039,0.884093818156602,0.926189927757172,0.942309744278839,0.939789720011458,0.957620477500199,0.969744882653011,1.02822643182898,1.05460489385527,1.10810989189174,1.18862350046436,1.25815998206335,1.32284533301467,1.39129863287623,1.46337391608571,1.57607553513255,1.59945855716817,1.70517686000076,1.71550269097521,1.7202923565219,1.79545339877531,1.85989309419052,1.83688223212799,1.68040016064392,1.83702951699406,1.96929618962877,2.09622858892568,2.17365173535787
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,0.269102318012335,0.265043497508813,0.305337992041468,0.335492044103165,0.365264544849251,0.370094628912833,0.38858977365079,0.518276653305209,0.595031475276109,0.625156968928091,0.608251571293397,0.627331724716461,0.61775501820699,0.597690413965163,0.598125743991815,0.635812001575645,0.688136067407995,0.692837303128074,0.727534153460632,0.746301795383316,0.881568022007149,0.935115899315851,0.960580949194518,1.03386113298326,1.08217875668769,1.1961645112194,1.24016834521671,1.33400750120699,1.32606233289908,1.38611985724181,1.38408579613851,1.45853518944239,1.46310550665851,1.57132250644049,1.58011931285841,1.57055662745946,1.63888306289882,1.69488500402322,1.6541425247205,1.69126327047376,1.80134962735397,2.00399300866727,1.9954892890649,1.85640226795234,1.95102470107868,1.95721455259026,1.91626591013332,2.00394276108737,2.20953925241911,2.33979466524606,2.16976580881181,2.24993200107532,2.5918955237502,2.74747187282401,2.86503978188758
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,2.7587313133254,2.87020867212309,3.11229400405463,3.60321242840494,3.71090321538637,3.67141967068991,4.11040520366822,4.17881456139383,3.94052663411762,3.54699987653856,2.92150126583981,2.74404115028129,3.19314803411021,3.46882930709598,3.28658841221025,3.37298667272098,3.03286870740015,3.09358203522039,3.02236349650881,3.15061583551648,3.57099300220356,3.8379476356275,3.99649698358174,3.96247981977196,4.51152149073713,4.55537042207171,4.6780982581467,4.82861483278707,4.75902620927922,5.1318541285818,5.32891818848676,5.45816095459282,5.65089777632155,5.89791758943739,6.19124691935171,6.52930513401687,6.89507643037261,7.21864993317663,7.35172418688277,7.49713453135765,7.44954181717631,7.47503068180157,7.46470417628295,7.61840318570665,7.8101095500119,7.61916074830014,7.66363471449536,7.83730730212281,7.68073939665899,8.18571981543646,8.38853190019001,8.86620624375505,8.84742330027555,9.00722487961339,9.05329342087712
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,2.42009464018232,2.73255823760899,2.62643041854375,2.78474108939262,2.89726830651193,3.20756738841192,3.89513408801113,3.45744391838292,3.6782085968751,4.41082688292997,3.84307171458017,2.591882942496,2.67397459809165,2.85567487199771,3.11663719823212,3.48900718784093,3.82083152789775,3.70107249243072,3.89211688882588,4.23238343977054,3.94992812210948,3.06467747152585,4.14047548077698,5.21692009273381,5.45956572473609,5.23867921900944,4.68179141179279,5.46166401665035,4.11929979021953,3.1435540424361,3.6362101364327,3.99450111596867,3.65491643857998,3.09254764611228,3.27515771880636,3.07089535110651,2.96556027175217,2.76243609599133,3.12972584066376,3.22209515764181,3.59130892513878,3.60389826022629,3.95321422100273,4.09302888224357,3.78352330429891,3.67151586099612,4.03030161950881,4.25410677734214,4.4937314270853,4.70108992313127,4.3658386045124,4.6367351965098,5.04369459778254,5.16873911194444,5.18375227496016
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,6.98703187082594,7.73466352500794,7.49823007392528,7.23893776632803,7.70419123505976,7.11981313978461,7.18883278516391,7.57686917311559,7.40999068817398,8.60031122638014,8.17340600093765,8.01236605849985,7.85392162487808,7.68290320742893,7.63988344544241,8.08093198518293,8.34895146185118,8.78903927253149,8.5763226645265,8.90738246469889,9.20302768318718,9.30167348803914,9.20824633335488,9.227877942913,9.5308693828463,9.63979848377914,9.92635071793617,10.169151081972,10.7156632269381,10.978175587104,11.5177387420391,11.9109688656404,11.4404136169689,11.1268025365061,11.0536619018628,11.3160512452902,11.1588123430623,10.6718615521641,10.3087084122575,9.0783011327619,8.97445371922665,8.10989492769128,8.17522126702863,7.8579683966663,7.75893459059544,8.00687883789665,8.29636917712182,7.92618041220563,7.76337876800063,7.30821291296457,6.80456776897729,7.11906758228265,6.84581291258731,6.1870780177041,6.03605774131313
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Israel,ISR,..,..,..,..,..,..,..,..,..,..,5.01499663752522,4.8653633105246,4.99869758576874,5.13926174496644,5.1235119928931,5.26648335745297,5.14367393150297,5.2487129809023,5.4719512195122,5.43172213417855,5.26663228468283,5.37651668351871,5.57360456462416,5.67429963459196,5.8040153883145,6.09733049846445,6.54112584321935,7.02309452964065,7.3301891040072,7.47937140327579,7.55858369098712,7.24833299656496,7.49711106773375,8.00551226002661,8.34984256343767,8.69139765554554,9.00643007730148,9.07027073337903,8.96062636074359,8.97057959183674,9.42660200349817,9.19913029973598,9.51086757990868,9.6043768778869,9.4006168306653,8.92812513527943,9.22039497001574,9.38933998133731,9.27417633537653,8.95687720423213,9.43716879164699,9.16057585825028,9.80845711396245,8.47298219492524,8.02420974475699,8.11347119962769,7.90452843435525,7.78383620442312,7.14844418426622,7.21388336646786,6.66216318867945,6.50617837249504,6.65826837562124,6.14077571327038,5.78134023099134
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Italy,ITA,..,..,..,..,..,..,..,..,..,..,5.84535277029682,6.08938317094014,6.38772910085251,6.74925864004296,6.75106042604882,6.4190345336658,6.8657169121936,6.64019249183962,6.74816552421565,7.01185873036225,7.04636078293603,6.82929134401768,6.67962328787716,6.60053764868492,6.69584792811771,6.68925529770243,6.72160149395308,7.06645679632379,7.14713736114782,7.46174714360927,7.51169268135469,7.48600373149258,7.44846474256681,7.32505650311645,7.22599985222559,7.65087752065497,7.55970235180512,7.6163994849603,7.7754334354466,7.89504352504046,7.97861399862471,7.96252086434695,8.07424104162591,8.37573927880229,8.51073142040319,8.4768648141216,8.34804384209065,8.17482777618523,7.85286143845028,6.94826035580217,7.08186391750757,6.9053125750862,6.55333989010063,5.99742374656768,5.68586837020992,5.87319309166979,5.80834075921169,5.7611454316748,5.65886939655412,5.56784056329278,4.96667406979317,5.58651571090224,5.60897190137329,5.1591446091273,5.07573834102673
